suggestion_id,PARSE-Ego4D ID,Query,Action,Description,n_raters,SENSIBLE_mean,SENSIBLE_std,CORRECT_mean,CORRECT_std,IMPLICIT_mean,IMPLICIT_std,VALUE_mean,VALUE_std,LIKELY_mean,LIKELY_std,split
14473,9a4e457f-8335-49d4-a234-a0d1a87b9987-74-0-200,What can I make with this yellow yarn?,Instructions,Find patterns that use yellow yarn,5,3.4,1.51657508881031,4.2,0.8366600265340756,2.2,1.3038404810405297,,,,,test
14476,9a4ed30a-1535-4eaa-b9dc-40437b77f852-187-1-200,Turn on the kettle,Assistant,Open the Assistant app and turn on the kettle,1,5.0,,4.0,,1.0,,,,,,train
14477,9a4ed30a-1535-4eaa-b9dc-40437b77f852-187-1-200,Turn on the kettle. Create a note with the recipe for this tea.,Assistant,Open the Assistant app and turn on the kettle. Open the Notes app and create a note with the recipe for the tea.,6,3.8333333333333335,1.8348478592697182,4.0,1.0954451150103321,2.8333333333333335,1.329160135825126,,,,,test
14478,9a5734df-04c0-467c-8e8c-8e1247653964-107-0-200,Open the file cabinet,Assistant,Open the file cabinet,1,1.0,,3.0,,1.0,,,,,,train
14479,9a5734df-04c0-467c-8e8c-8e1247653964-107-0-200,Open the file cabinet and staple the papers together,Assistant,Open the file cabinet and staple the papers together,1,1.0,,1.0,,1.0,,,,,,train
14480,9a63a726-df18-4114-9113-86e04fba8eff-172-0-200,What do I do with this?,Instructions,How do I use this smoothing stone?,1,4.0,,4.0,,4.0,,,,,,train
14481,9a63a726-df18-4114-9113-86e04fba8eff-172-0-200,What do I do with this?,Instructions,How do I use this smoothing stone?,1,1.0,,2.0,,1.0,,,,,,train
14482,9a63a726-df18-4114-9113-86e04fba8eff-199-1-200,Show me a video tutorial on how to sand a wooden stand,Instructions,Show me a video tutorial on how to sand a wooden stand,1,2.0,,4.0,,2.0,,,,,,train
14483,9a63a726-df18-4114-9113-86e04fba8eff-199-1-200,What grit sandpaper should I use?,Multimodal search,What kind of sandpaper should I be using?,1,5.0,,5.0,,4.0,,,,,,train
14484,9a63a726-df18-4114-9113-86e04fba8eff-197-2-200,How do I use this?,Instructions,How do I use this spray paint gun?,1,5.0,,5.0,,4.0,,,,,,train
14485,9a63a726-df18-4114-9113-86e04fba8eff-197-2-200,What kind of paint should I use?,Multimodal search,What kind of paint should I use with this spray paint gun?,2,2.5,0.7071067811865476,3.0,0.0,3.0,0.0,,,,,val
14486,9a63a726-df18-4114-9113-86e04fba8eff-196-3-200,How do I paint this tray?,Instructions,How to paint this tray?,2,4.0,0.0,4.0,1.4142135623730951,4.0,0.0,,,,,val
14487,9a63a726-df18-4114-9113-86e04fba8eff-196-3-200,How do I paint this tray? What kind of paint is this? How do I dispose of this paint?,Instructions,How to paint this tray? What kind of paint is this? How to dispose of this paint?,5,4.2,0.8366600265340756,4.4,1.3416407864998738,3.8,1.6431676725154982,,,,,test
14488,9a63a726-df18-4114-9113-86e04fba8eff-41-4-200,Remember the color of this paint,Memory,Remember the color of the paint,2,4.0,1.4142135623730951,5.0,0.0,2.0,1.4142135623730951,,,,,train
14489,9a63a726-df18-4114-9113-86e04fba8eff-41-4-200,Add spray paint to my shopping list,Assistant,Add spray paint to shopping list,6,4.5,0.5477225575051661,4.0,1.0954451150103321,3.3333333333333335,1.632993161855452,,,,,test
14490,9a70069d-2136-465d-8179-f490a9516f22-69-0-200,Play some music,Assistant,Play some music,5,3.6,1.140175425099138,4.4,0.8944271909999159,2.6,1.51657508881031,,,,,test
14491,9a70069d-2136-465d-8179-f490a9516f22-69-0-200,Play some music and set a timer to clean the paintbrush and roller,Assistant,Play some music and set a timer to clean the paintbrush and roller,1,5.0,,5.0,,5.0,,,,,,train
14494,9a732221-3adb-4903-b61d-9b8097965fbf-60-0-200,What is the nutritional information for this food?,Multimodal search,Show nutritional information for this food,1,1.0,,1.0,,1.0,,,,,,train
14495,9a732221-3adb-4903-b61d-9b8097965fbf-60-0-200,"What is the nutritional information for this food? Also, pause the movie.",Assistant,Show nutritional information for this food and pause the movie,2,2.5,2.1213203435596424,5.0,0.0,3.5,2.1213203435596424,,,,,val
14496,9a732221-3adb-4903-b61d-9b8097965fbf-26-1-200,Show me my shopping list,Assistant,Open the shopping list,6,4.0,1.0954451150103321,3.6666666666666665,1.3662601021279464,2.5,1.6431676725154984,,,,,test
14497,9a732221-3adb-4903-b61d-9b8097965fbf-26-1-200,Create a new shopping list,Assistant,Create a new shopping list,1,5.0,,2.0,,4.0,,,,,,train
14498,9a75cf56-f670-42e3-9709-0f6b8c402368-190-0-200,How do I cook scrambled eggs?,Instructions,How do I cook scrambled eggs?,5,4.4,0.894427190999916,4.0,0.7071067811865476,3.2,1.6431676725154984,,,,,test
14499,9a75cf56-f670-42e3-9709-0f6b8c402368-190-0-200,How do I cook beef and eggs?,Instructions,How do I cook beef and eggs?,1,4.0,,5.0,,2.0,,,,,,train
14500,9a75cf56-f670-42e3-9709-0f6b8c402368-47-1-200,What's a good recipe for pasta?,Instructions,Open a recipe or cooking tutorial,1,3.0,,2.0,,3.0,,,,,,train
14501,9a75cf56-f670-42e3-9709-0f6b8c402368-47-1-200,"What's a good recipe for pasta? Also, set a timer for 15 minutes.",Instructions,"Open a recipe or cooking tutorial, and also set a timer",5,3.4,1.51657508881031,2.6,1.51657508881031,2.6,1.140175425099138,,,,,test
14502,9a7a189e-3494-40c0-84ee-5be47af574f7-147-0-200,Clean up the table,Instructions,Clean up the table,1,1.0,,5.0,,1.0,,,,,,train
14503,9a7a189e-3494-40c0-84ee-5be47af574f7-147-0-200,Clean up the table,Memory,Clean up the table,1,1.0,,2.0,,1.0,,,,,,train
14504,9a8061f8-6e92-4545-b44b-20786a026436-199-0-200,How do I use a glue gun?,Multimodal search,Search for information about how to use a glue gun,2,3.5,0.7071067811865476,4.0,0.0,4.0,1.4142135623730951,,,,,val
14505,9a8061f8-6e92-4545-b44b-20786a026436-199-0-200,How do I use a glue gun?,Instructions,Search for information about how to use a glue gun,1,4.0,,5.0,,1.0,,,,,,train
14506,9a968109-3a9e-4e6d-a0e8-fed2ec1128f8-68-0-200,Show me a video tutorial on how to paint a wooden frame,Instructions,Show me a video tutorial on how to paint a wooden frame,5,3.2,1.7888543819998317,3.0,2.0,2.8,1.7888543819998317,,,,,test
14507,9a968109-3a9e-4e6d-a0e8-fed2ec1128f8-68-0-200,Where can I buy paint nearby?,Maps,Find a nearby store that sells paint,1,2.0,,5.0,,4.0,,,,,,train
14510,9aa60265-b408-42f9-9b0d-d2bf21650c57-57-0-200,What are these flowers?,Multimodal search,Identify the flowers I have collected so far,1,5.0,,5.0,,4.0,,,,,,train
14511,9aa60265-b408-42f9-9b0d-d2bf21650c57-57-0-200,What are these flowers? Can you also suggest some recipes that use them?,Multimodal search,"Identify the flowers I have collected so far, and suggest some recipes that use those flowers",1,4.0,,4.0,,4.0,,,,,,train
14512,9aa60265-b408-42f9-9b0d-d2bf21650c57-63-1-200,What kind of flowers are these?,Multimodal search,Identify the flowers,1,5.0,,4.0,,5.0,,,,,,train
14513,9aa60265-b408-42f9-9b0d-d2bf21650c57-63-1-200,What kind of flowers are these? How should I care for them?,Multimodal search,Identify the flowers and provide care instructions,1,5.0,,5.0,,5.0,,,,,,train
14514,9aae9762-96ab-4cde-a48e-3008cc3c9563-28-0-200,Show me my shopping list,Assistant,Open the shopping list,6,4.0,1.6733200530681511,3.6666666666666665,1.632993161855452,2.5,1.9748417658131499,,,,,test
14515,9aae9762-96ab-4cde-a48e-3008cc3c9563-28-0-200,Show me my shopping list and help me find the items,Assistant,Open the shopping list and help me find the items on the list,1,5.0,,4.0,,3.0,,,,,,train
14520,9ab7a4bd-533a-40da-9515-eb46f9354cbb-109-2-200,Keep score of this game,Memory,Keep score of the domino game,6,3.8333333333333335,1.169045194450012,3.1666666666666665,1.7224014243685084,3.6666666666666665,1.2110601416389966,,,,,test
14521,9ab7a4bd-533a-40da-9515-eb46f9354cbb-28-2-200,Show me my shopping list,Assistant,Open the shopping list,1,1.0,,1.0,,1.0,,,,,,train
14523,9abbf7f4-68f0-4f52-812f-df2a3df48f7b-42-0-200,Where should I put this box?,Memory,Find a place to put the box,1,2.0,,3.0,,3.0,,,,,,train
14524,9abbf7f4-68f0-4f52-812f-df2a3df48f7b-105-0-200,What is this poster about?,Multimodal search,Learn more about the poster,1,3.0,,3.0,,3.0,,,,,,train
14525,9abbf7f4-68f0-4f52-812f-df2a3df48f7b-160-1-200,Show me my calendar,Assistant,Show my calendar,5,3.2,2.04939015319192,3.4,2.1908902300206643,1.8,1.7888543819998317,,,,,test
14526,9abbf7f4-68f0-4f52-812f-df2a3df48f7b-160-1-200,Show me my calendar and check my hair for lice,Assistant,Show my calendar and check my hair for lice,1,3.0,,1.0,,1.0,,,,,,train
14529,9abdd952-8fd0-4362-8005-50bcb357db4b-199-0-200,How do I attach this to the wall?,Instructions,How do I attach this conduit pipe to the wall?,2,4.5,0.7071067811865476,4.5,0.7071067811865476,3.5,0.7071067811865476,,,,,train
14530,9abdd952-8fd0-4362-8005-50bcb357db4b-120-1-200,How do I insert the screwdriver into the hook?,Instructions,Show me how to insert the screwdriver into the hook,1,5.0,,5.0,,4.0,,,,,,train
14531,9abdd952-8fd0-4362-8005-50bcb357db4b-120-1-200,Can you show me a video tutorial on how to insert the screwdriver into the hook?,Instructions,Show me a video tutorial on how to insert the screwdriver into the hook,5,4.0,1.0,4.4,0.5477225575051662,3.4,0.8944271909999159,,,,,test
14534,9ad4f150-15fe-4e1b-b145-331475afbe0c-32-0-200,Show me how to caulk wall trims,Instructions,Show me a video tutorial on how to caulk wall trims,1,5.0,,5.0,,1.0,,,,,,train
14535,9ad4f150-15fe-4e1b-b145-331475afbe0c-165-0-200,Show me how to caulk wall trims,Instructions,Show me a video tutorial on how to caulk wall trims,1,5.0,,5.0,,5.0,,,,,,train
14536,9ad4f150-15fe-4e1b-b145-331475afbe0c-102-1-200,Show me how to caulk,Instructions,Show me how to caulk,5,3.6,1.51657508881031,3.8,1.3038404810405297,2.8,1.0954451150103321,,,,,test
14537,9ad4f150-15fe-4e1b-b145-331475afbe0c-102-1-200,Show me how to caulk and how to use the foam,Instructions,Show me how to caulk and how to use the foam,1,4.0,,5.0,,3.0,,,,,,train
14538,9ad4f150-15fe-4e1b-b145-331475afbe0c-158-2-200,How do I caulk a hole in the wall?,Instructions,How to caulk a hole in the wall,2,5.0,0.0,5.0,0.0,3.0,2.8284271247461903,,,,,val
14539,9ad4f150-15fe-4e1b-b145-331475afbe0c-101-3-200,How much paint do I have left?,Multimodal search,How much paint do I have left?,1,2.0,,2.0,,2.0,,,,,,train
14540,9ad4f150-15fe-4e1b-b145-331475afbe0c-101-3-200,How much paint do I have left? Can you order more?,Multimodal search,How much paint do I have left? Can you order more?,2,2.5,0.7071067811865476,4.5,0.7071067811865476,3.5,0.7071067811865476,,,,,train
14541,9adb762e-4baa-4328-bc76-a2662c6a9977-198-0-200,What is this?,Multimodal search,What is this ball?,1,3.0,,3.0,,3.0,,,,,,train
14542,9adb762e-4baa-4328-bc76-a2662c6a9977-28-0-200,Show me my shopping list,Assistant,Open the shopping list,5,3.2,1.6431676725154984,3.0,1.5811388300841898,2.8,1.4832396974191326,,,,,test
14543,9adb762e-4baa-4328-bc76-a2662c6a9977-102-1-200,Play some music,Assistant,Play some music,2,4.0,1.4142135623730951,3.5,0.7071067811865476,4.0,1.4142135623730951,,,,,val
14544,9adb762e-4baa-4328-bc76-a2662c6a9977-28-1-200,Show me my shopping list,Assistant,Open the shopping list,1,4.0,,4.0,,4.0,,,,,,train
14545,9adc0c59-1167-4311-abf3-7b57a0743b1d-136-0-200,How much flour should I use for this recipe?,Assistant,How much flour should I use?,1,4.0,,2.0,,1.0,,,,,,train
14546,9adc0c59-1167-4311-abf3-7b57a0743b1d-136-0-200,What is the recipe for this dish?,Assistant,Show me the recipe for this dish,2,4.0,0.0,2.0,1.4142135623730951,4.0,1.4142135623730951,,,,,val
14547,9adc0c59-1167-4311-abf3-7b57a0743b1d-135-1-200,How long should I knead dough?,Assistant,How long to knead dough?,1,5.0,,1.0,,4.0,,,,,,train
14548,9adc0c59-1167-4311-abf3-7b57a0743b1d-135-1-200,"How long should I knead dough? Also, remember this so I can see how long I kneaded the dough for later.",Memory,"How long to knead dough? Also, remember this so I can see how long I kneaded the dough for later.",1,5.0,,5.0,,5.0,,,,,,train
14550,9ae0a813-9874-45a9-bdea-3add693f7937-101-0-200,Take a photo,Assistant,Take a photo,1,1.0,,1.0,,1.0,,,,,,train
14551,9ae31deb-8f1b-4a7a-bf16-19c33449d789-190-0-200,What is the length of this piece of wood?,Multimodal search,What is the length of this piece of wood?,1,5.0,,5.0,,2.0,,,,,,train
14552,9ae31deb-8f1b-4a7a-bf16-19c33449d789-190-0-200,"What are the dimensions of this piece of wood? Give me the length, width, and height in both inches and centimeters.",Multimodal search,What are the dimensions of this piece of wood?,1,5.0,,5.0,,5.0,,,,,,train
14553,9ae31deb-8f1b-4a7a-bf16-19c33449d789-140-1-200,How do I use the table saw?,Instructions,How do I use the table saw?,1,5.0,,4.0,,5.0,,,,,,train
14554,9ae31deb-8f1b-4a7a-bf16-19c33449d789-140-1-200,Is there a safer tool I could use?,Assistant,Suggest a safer tool to use,1,5.0,,1.0,,5.0,,,,,,train
14555,9ae31deb-8f1b-4a7a-bf16-19c33449d789-128-2-200,What can I make with these leftover materials?,Instructions,What should I do with the leftover materials?,1,5.0,,5.0,,3.0,,,,,,train
14556,9ae31deb-8f1b-4a7a-bf16-19c33449d789-128-2-200,Remind me to store the piece of wood,Memory,Remind me to store the piece of wood,1,4.0,,5.0,,4.0,,,,,,train
14557,9b079325-db5f-4455-a9c1-8378122797b4-87-0-200,Show me my shopping list,Assistant,Open the shopping list,1,5.0,,4.0,,3.0,,,,,,train
14558,9b079325-db5f-4455-a9c1-8378122797b4-198-0-200,Where can I find a store that sells [item]?,Maps,Find the nearest store that sells a particular item,1,5.0,,5.0,,4.0,,,,,,train
14561,9b0b233d-ea4f-4022-a28f-fde9241e8150-198-0-200,How do I finish this crochet project?,Instructions,Look up a tutorial on how to finish this project,5,4.2,1.7888543819998317,4.8,0.44721359549995787,3.6,1.6733200530681511,,,,,test
14562,9b0b233d-ea4f-4022-a28f-fde9241e8150-198-0-200,Can you suggest a more challenging crochet project?,Instructions,Suggest a more challenging crochet project,5,4.2,1.3038404810405297,4.2,0.8366600265340756,3.4,1.3416407864998738,,,,,test
14563,9b110ae1-9980-4729-b7f1-eed76272aa11-30-0-200,Help me clean these books,Instructions,Help me clean the books,1,1.0,,2.0,,2.0,,,,,,train
14564,9b110ae1-9980-4729-b7f1-eed76272aa11-30-0-200,Help me clean these books and keep track of which ones I've cleaned,Memory,Help me clean the books and keep track of which ones I've cleaned,1,4.0,,4.0,,3.0,,,,,,train
14565,9b14c997-a2a2-4920-84e2-8278c66e860a-199-0-200,How can I crack walnuts more efficiently?,Instructions,How to crack walnuts more efficiently,1,5.0,,5.0,,5.0,,,,,,train
14566,9b14c997-a2a2-4920-84e2-8278c66e860a-199-0-200,How should I store walnuts?,Instructions,How to store walnuts,1,5.0,,5.0,,4.0,,,,,,train
14567,9b14c997-a2a2-4920-84e2-8278c66e860a-199-1-200,What can I make with walnuts?,Multimodal search,Show me a recipe that uses walnuts,1,4.0,,4.0,,3.0,,,,,,train
14568,9b14c997-a2a2-4920-84e2-8278c66e860a-199-1-200,What can I make with walnuts? Set a timer for 10 minutes,Multimodal search,Show me a recipe that uses walnuts and set a timer for 10 minutes,1,5.0,,5.0,,5.0,,,,,,train
14569,9b14c997-a2a2-4920-84e2-8278c66e860a-130-2-200,How many nuts have I cracked?,Memory,How many nuts have I cracked?,1,5.0,,3.0,,5.0,,,,,,train
14570,9b14c997-a2a2-4920-84e2-8278c66e860a-130-2-200,Set a timer for 15 minutes,Assistant,Set a timer for 15 minutes,2,3.5,2.1213203435596424,3.5,2.1213203435596424,3.0,2.8284271247461903,,,,,val
14571,9b14c997-a2a2-4920-84e2-8278c66e860a-47-3-200,What kind of nut is this?,Multimodal search,What kind of nut is this?,1,3.0,,4.0,,2.0,,,,,,train
14572,9b14c997-a2a2-4920-84e2-8278c66e860a-47-3-200,What kind of nut is this? What can I make with it?,Multimodal search,What kind of nut is this? What can I make with it?,1,3.0,,3.0,,4.0,,,,,,train
14582,9b34e344-494d-4664-8180-a8ff2a692ab2-140-0-200,Find my keys,Memory,Find my keys,1,1.0,,4.0,,1.0,,,,,,train
14583,9b34e344-494d-4664-8180-a8ff2a692ab2-67-1-200,What is that?,Multimodal search,Find something in the real world,1,1.0,,1.0,,1.0,,,,,,train
14584,9b34e344-494d-4664-8180-a8ff2a692ab2-67-1-200,Take a picture of that and search for it online,Multimodal search,Find something in the real world,1,5.0,,5.0,,5.0,,,,,,train
14585,9b3538f1-6a92-45e6-9267-ef08ccbdf17f-168-0-200,Show me a tutorial on how to fix cables,Instructions,Show me a tutorial on how to fix cables,1,5.0,,5.0,,3.0,,,,,,train
14586,9b3f95ec-879f-4502-b04a-a08de3c67576-198-0-200,What can I make with banana flowers?,Instructions,What can I make with banana flowers?,2,4.5,0.7071067811865476,4.5,0.7071067811865476,3.0,1.4142135623730951,,,,,train
14587,9b3f95ec-879f-4502-b04a-a08de3c67576-67-1-200,What can I make with banana flowers?,Instructions,Find a recipe for banana flowers,2,4.0,1.4142135623730951,4.0,1.4142135623730951,4.0,1.4142135623730951,,,,,val
14590,9b45530e-a510-44d8-81fc-afc8252eccdf-193-1-200,"What can I make with chicken, broccoli, and rice?",Multimodal search,What can I make with these ingredients?,1,3.0,,2.0,,2.0,,,,,,train
14591,9b45530e-a510-44d8-81fc-afc8252eccdf-193-1-200,"How do I cook chicken, broccoli, and rice?",Instructions,"How do I cook chicken, broccoli, and rice?",5,4.2,1.3038404810405297,3.4,1.816590212458495,3.2,1.3038404810405297,,,,,test
14592,9b49246f-30e9-476f-ab8c-56a1bcb1d936-37-0-200,What is the nutritional information for this fruit?,Multimodal search,Show nutritional information about this fruit,1,1.0,,1.0,,1.0,,,,,,train
14593,9b49246f-30e9-476f-ab8c-56a1bcb1d936-37-0-200,What is the nutritional information for this fruit? Can you also suggest a recipe that uses it?,Multimodal search,Show nutritional information about this fruit and suggest a recipe,1,3.0,,3.0,,3.0,,,,,,train
14596,9b58e3ab-7b6d-4e79-9eea-c21420b0eedc-160-0-200,What is the recipe for this dish?,Multimodal search,Open the recipe for this dish,5,3.4,0.8944271909999159,4.0,0.7071067811865475,3.0,1.224744871391589,,,,,test
14597,9b58e3ab-7b6d-4e79-9eea-c21420b0eedc-160-0-200,Set a timer for 10 minutes,Assistant,Set a timer for this dish,1,5.0,,5.0,,1.0,,,,,,train
14599,9b8cf89b-e80b-47d1-ba5d-5b0a5a526285-109-0-200,What colors should I use for this painting?,Assistant,What colors should I use?,1,5.0,,1.0,,5.0,,,,,,train
14600,9b8cf89b-e80b-47d1-ba5d-5b0a5a526285-109-0-200,What colors should I use for this painting? How do I save this?,Assistant,What colors should I use? How do I save this?,1,5.0,,5.0,,3.0,,,,,,train
14601,9b9364bc-a51c-43a1-a82e-628c4078d5c2-89-0-200,What is in this container?,Multimodal search,What is in this container?,1,3.0,,1.0,,3.0,,,,,,train
14603,9b9364bc-a51c-43a1-a82e-628c4078d5c2-155-1-200,What can I do with this microscope?,Instructions,How do I use this microscope?,1,2.0,,3.0,,1.0,,,,,,train
14604,9b9364bc-a51c-43a1-a82e-628c4078d5c2-155-1-200,"What can I do with this microscope? Also, can you help me find a paper on the effects of caffeine on sleep?",Instructions,"How do I use this microscope? Also, can you help me find a paper on the effects of caffeine on sleep?",5,3.0,1.8708286933869707,4.4,0.8944271909999159,2.0,1.4142135623730951,,,,,test
14607,9bca0d5f-d7e1-470a-becd-b4f5c5db56f0-39-0-200,What color should I paint this?,Multimodal search,What color should I paint the flower pot?,1,5.0,,5.0,,5.0,,,,,,train
14608,9bca0d5f-d7e1-470a-becd-b4f5c5db56f0-39-0-200,Show me a picture of a flower pot that has been painted in a similar way,Multimodal search,Show me a picture of a flower pot that has been painted in a similar way,1,2.0,,2.0,,2.0,,,,,,train
14609,9be508e2-e464-4a52-9c09-df1991dd738d-101-0-200,Where does this piece go?,Instructions,"The user is working on a jigsaw puzzle. They are trying to figure out where a particular piece goes. They have been looking at the paper manual that came with the puzzle, but they are still having trouble. They would like to ask the AR glasses to help them find the right spot for the piece.",1,4.0,,5.0,,5.0,,,,,,train
14614,9bf6a5c0-d58b-4997-8132-a1fa6f563ad2-128-2-200,Show me my cards,Assistant,Show me my cards,1,5.0,,3.0,,3.0,,,,,,train
14615,9bf6a5c0-d58b-4997-8132-a1fa6f563ad2-128-2-200,Show me my cards and suggest what I could do with them,Assistant,Show me my cards and suggest what I could do with them,5,3.2,1.4832396974191326,1.8,1.788854381999832,2.6,1.6733200530681511,,,,,test
14616,9bf6a5c0-d58b-4997-8132-a1fa6f563ad2-199-3-200,What should I do with this card?,Memory,Suggest a move to make in the card game,1,1.0,,1.0,,1.0,,,,,,train
14617,9bf6a5c0-d58b-4997-8132-a1fa6f563ad2-199-3-200,What should I do with this card?,Assistant,Suggest a move to make in the card game,1,3.0,,5.0,,4.0,,,,,,train
14618,9bf6a5c0-d58b-4997-8132-a1fa6f563ad2-102-4-200,How do I play this card game?,Instructions,How do I play this card game?,1,5.0,,5.0,,2.0,,,,,,train
14619,9bf6a5c0-d58b-4997-8132-a1fa6f563ad2-102-4-200,How do I play this card game? Who is winning?,Instructions,How do I play this card game? Who is winning?,1,4.0,,5.0,,4.0,,,,,,train
14620,9bf6a5c0-d58b-4997-8132-a1fa6f563ad2-28-5-200,What are the rules of this game?,Assistant,Show me the rules of the game,1,4.0,,1.0,,5.0,,,,,,train
14621,9bf6a5c0-d58b-4997-8132-a1fa6f563ad2-28-5-200,Would you like me to help you keep track of your score?,Assistant,Proactively offer to help the user keep track of their score,1,2.0,,2.0,,3.0,,,,,,train
14624,9bf6a5c0-d58b-4997-8132-a1fa6f563ad2-199-7-200,What are the rules of this game?,Instructions,Show me the rules of the game,1,5.0,,2.0,,5.0,,,,,,train
14625,9bf6a5c0-d58b-4997-8132-a1fa6f563ad2-194-8-200,What are the rules of this game?,Memory,Show me the rules of the game,1,5.0,,1.0,,5.0,,,,,,train
14626,9bfc628d-cf2b-4c11-b20e-d6cf5cea0b73-62-0-200,How do I fit the cards onto the camera model?,Instructions,Show instructions on how to fit the cards onto the camera model,1,4.0,,3.0,,4.0,,,,,,train
14627,9bfc628d-cf2b-4c11-b20e-d6cf5cea0b73-62-0-200,Show me a video tutorial on how to fit the cards onto the camera model,Instructions,Show a video tutorial on how to fit the cards onto the camera model,1,4.0,,4.0,,2.0,,,,,,train
14630,9bfeaf23-da61-481b-a939-75ea82966c65-199-1-200,Open the poker app,Assistant,Open the poker app,1,3.0,,3.0,,3.0,,,,,,train
14631,9bfeaf23-da61-481b-a939-75ea82966c65-199-1-200,Open the poker app and help me track my winnings and losses,Assistant,Open the poker app and help me track my winnings and losses,1,1.0,,1.0,,5.0,,,,,,train
14632,9bfeaf23-da61-481b-a939-75ea82966c65-115-2-200,What should I do next?,Assistant,Suggest what to do next in poker,1,4.0,,4.0,,4.0,,,,,,train
14633,9bfeaf23-da61-481b-a939-75ea82966c65-115-2-200,What should I do next? What is the current pot size? How many players are still in the hand?,Assistant,"Suggest what to do next in poker, and provide information about the current hand",1,3.0,,2.0,,2.0,,,,,,train
14634,9bfeaf23-da61-481b-a939-75ea82966c65-196-3-200,What are these puzzle pieces?,Multimodal search,Identify these puzzle pieces,1,1.0,,2.0,,1.0,,,,,,train
14635,9bfeaf23-da61-481b-a939-75ea82966c65-196-3-200,What puzzle pieces should I put together next?,Multimodal search,Suggest which puzzle pieces to put together next,1,5.0,,5.0,,5.0,,,,,,train
14636,9bfeaf23-da61-481b-a939-75ea82966c65-35-4-200,Show me all the blue puzzle pieces,Multimodal search,Show me all the puzzle pieces that have a particular color,5,3.8,1.3038404810405297,3.8,1.3038404810405297,3.0,1.5811388300841898,,,,,test
14637,9bfeaf23-da61-481b-a939-75ea82966c65-35-4-200,Show me all the puzzle pieces that go in the top left corner,Multimodal search,Show me all the puzzle pieces that go in the top left corner,1,2.0,,3.0,,2.0,,,,,,train
14638,9bfeaf23-da61-481b-a939-75ea82966c65-146-5-200,What's the next piece I should put in the puzzle?,Multimodal search,Find the next puzzle piece to put in the puzzle,5,4.6,0.894427190999916,4.0,1.0,3.4,1.51657508881031,,,,,test
14639,9bfeaf23-da61-481b-a939-75ea82966c65-146-5-200,What's the next piece I should put in the puzzle? Can you give me some tips on how to solve it?,Multimodal search,"Find the next puzzle piece to put in the puzzle, and give me tips on how to solve the puzzle",6,4.0,1.0954451150103321,4.0,1.0954451150103324,4.166666666666667,1.1690451944500122,,,,,test
14640,9c05c378-1692-4670-a47f-3e24557cbb1c-162-0-200,How do I roll out dough?,Instructions,How do I roll out dough?,1,5.0,,5.0,,4.0,,,,,,train
14641,9c05c378-1692-4670-a47f-3e24557cbb1c-162-0-200,How do I roll out dough for a pie?,Instructions,How do I roll out dough for a pie?,5,3.8,1.3038404810405297,3.4,1.816590212458495,3.4,1.51657508881031,,,,,test
14642,9c05c378-1692-4670-a47f-3e24557cbb1c-133-1-200,Show me a recipe for tortillas,Instructions,Show me a recipe for tortillas,2,3.0,2.8284271247461903,3.0,2.8284271247461903,3.0,2.8284271247461903,,,,,val
14651,9c120085-b842-4682-8c3a-0c137ad55a93-37-0-200,How do I clean a scraper?,Instructions,Show instructions on how to clean a scraper,1,3.0,,3.0,,4.0,,,,,,train
14652,9c120085-b842-4682-8c3a-0c137ad55a93-37-0-200,You should clean the scraper,Instructions,Proactively suggest that the user clean the scraper,1,1.0,,1.0,,1.0,,,,,,train
14653,9c1d93c8-8160-42f4-b408-bfb9390a0bb0-106-0-200,Remind me to clean the lizard again in a few days,Memory,Remind me to clean the lizard again in a few days,2,5.0,0.0,4.5,0.7071067811865476,4.5,0.7071067811865476,,,,,val
14654,9c1d93c8-8160-42f4-b408-bfb9390a0bb0-106-0-200,Show me a video tutorial on how to properly clean a lizard,Instructions,Show me a video tutorial on how to properly clean a lizard,6,3.8333333333333335,1.1690451944500122,3.6666666666666665,1.2110601416389966,3.3333333333333335,0.5163977794943222,,,,,test
14655,9c22c7ff-b8ab-4fe8-bb6d-a46e35ba80fd-60-0-200,Take notes,Assistant,Take notes of the meeting,2,2.0,1.4142135623730951,2.0,1.4142135623730951,2.0,1.4142135623730951,,,,,val
14656,9c22c7ff-b8ab-4fe8-bb6d-a46e35ba80fd-60-0-200,Do you want me to take notes or record the meeting?,Assistant,Ask the user if they want to take notes or record the meeting,1,1.0,,1.0,,1.0,,,,,,train
14657,9c23e7aa-226c-4596-b496-26bd9bfd03f5-80-0-200,How do I reattach the bicycle chain?,Instructions,How do I reattach the bicycle chain?,1,1.0,,5.0,,1.0,,,,,,train
14658,9c23e7aa-226c-4596-b496-26bd9bfd03f5-80-0-200,"How do I reattach the bicycle chain? Also, remind me to lubricate the chain after I'm done.",Instructions,"How do I reattach the bicycle chain? Also, remind me to lubricate the chain after I'm done.",1,5.0,,5.0,,4.0,,,,,,train
14659,9c2778cf-ce24-4793-b113-0c2a6c04266f-56-0-200,How do I reattach this?,Instructions,How do I reattach this wire connector?,5,4.0,1.7320508075688774,4.0,1.7320508075688772,2.6,1.6733200530681511,,,,,test
14660,9c2f095e-3451-4376-a1ea-e6b504b8a8d2-199-0-200,What should I do next?,Instructions,How do I finish this piece of pottery?,2,2.5,2.1213203435596424,3.0,2.8284271247461903,2.5,2.1213203435596424,,,,,val
